,review_id,user_id,business_id,date,classes,business_id2,review_id2,user_id2,business_label,user_label,review_label,year
44,Phf4iqH417WDXmLwZUCQaw,StZTVDuFzahNvjl5qu6l7Q,8nP8ghEpT6WFcM6tfqAaGA,2016/9/18 19:20,3,0,44,44,1,4,4,2016
45,_1Mt2xQXg1QiR2rX5zd-yw,uXjrM5ooM9iOzVxWRzUswg,AtD6B83S4Mbmq0t7iDnUVA,2016/9/18 15:23,1,2,45,45,4,2,2,2016
46,XWX1wy4ay75Mv6tvbHcI0Q,hY49meKiwiWLTEF8GHaTDA,tZEW8ESjrVmNGXvPnrR97w,2014/6/28 5:18,0,7,46,46,4,1,1,2014
47,KzPgsYgfLH0UkbQ6CEGPZA,vImhA-09F_UxShBqt8j86w,sphMzEIqY1I2Dzv3zLZY2g,2016/9/30 23:21,3,25,47,47,4,4,4,2016
5819,h_AA5JkiyXI7JVqgIxZQVw,ZsUSGU1-L1ImomLZjXxxTg,du9_QFb75sxzKnLLQwSkMw,2010/11/16 22:37,3,37,5819,48,0,2,4,2010
49,6ZPZ5hJ4vZpBLxBUAfHcug,J_-69KRB_HcMC5jCC1jLxg,p8HvhJZ-_EHhmUVmZN15gg,2014/2/24 3:46,3,26,49,49,1,4,4,2014
50,u6Ix0eURLn0GNHJYO0U6hg,Fk919V1ZvENyN2BKPItFtg,AtD6B83S4Mbmq0t7iDnUVA,2017/12/2 22:57,1,2,50,50,4,2,2,2017
51,Q2DTF7g-XdX2wQRrDuw45Q,PPgyaeI9Y52VErV5uHTDYQ,8nP8ghEpT6WFcM6tfqAaGA,2011/10/28 4:29,3,0,51,51,2,4,4,2011
52,Km_RJMcu5jJLfyX1B2nC-g,iO5rRFW1_BRpiWcb_FI3yQ,AtD6B83S4Mbmq0t7iDnUVA,2017/10/11 5:41,1,2,52,52,4,2,2,2017
53,oETVqX7_xeiek8YhHNjzwg,wYePcXR3L1HlO5zvcyLKOA,mBzL2_AKRD5TFQwMA6Itdg,2017/1/2 4:33,3,4,53,53,4,4,4,2017
54,GdaW7C_GswyyBqwH1uyLuA,uoLHLVYtFo62e1oBhT8J5w,PlP0c_u3g-3LiWHpb2XnOQ,2017/5/26 3:13,0,13,54,54,1,1,1,2017
55,5YHjH1NuUNU8ppY8AyVmLw,Icl34tQrYvFSxhZqmaJVpg,37kk0IW6jL7ZlxZF6k2QBg,2013/6/24 19:17,2,27,55,55,4,3,3,2013
56,waJ38EhSYWz27DUYTOKVvg,8MfesDyWmVfl-MbE9qztew,AtD6B83S4Mbmq0t7iDnUVA,2017/3/27 1:47,1,2,56,56,4,2,2,2017
57,nniyx6rPFsh2dujkEDDsnA,j3EziAd31sdMvU4ejyzNiQ,bsjBLLHR4TMVR5eAeLAI9w,2017/3/15 1:59,0,28,57,57,1,1,1,2017
58,tPkGHYALex9AE2cxNyKghg,pOpVfhyGywQL-EE4ASOGaQ,q3YnYPjLuBGRDi_59yTC5g,2017/5/26 15:51,3,5,58,58,1,4,4,2017
59,UeHoLATzbWoXqhstVo1xFQ,uDly3L0FJ3axm3QGPVqdrA,p8HvhJZ-_EHhmUVmZN15gg,2015/7/28 21:24,3,26,59,59,4,4,4,2015
60,v42RWEVb8zpKLCd8U55kSQ,Scv9HRK2bpXfxIrq6sBI8g,q3YnYPjLuBGRDi_59yTC5g,2016/9/18 22:14,3,5,60,60,2,4,4,2016
61,sv9jztVzbUXF9xaVt4RebA,L7XRBaW5T1TWHxUqMINciw,M8Pl5qAmmrODfHeX6GOjsw,2018/6/26 18:28,1,29,61,61,2,2,2,2018
5889,mHlwUe8__2kjbscXIJQu2g,9kO-feVTNdDRYIP_yM2o6g,PlP0c_u3g-3LiWHpb2XnOQ,2016/2/21 3:29,0,13,5889,62,0,2,1,2016
63,SfYgJu6rc8Fuig6hRFF6Uw,lHESvtT6GwqkIqGhbObroQ,8nP8ghEpT6WFcM6tfqAaGA,2016/11/10 1:59,3,0,63,63,4,4,4,2016
64,hOaeo0Sh9P33hLx1AQtUIA,t_ZPq_AJB0MQs4b-EX56Mg,q3YnYPjLuBGRDi_59yTC5g,2017/1/15 1:51,3,5,64,64,2,4,4,2017
65,6Jjo_qgFj4b9LEaHfnicfw,5Ku4k3KgeWU736A0t-V-Bw,q3YnYPjLuBGRDi_59yTC5g,2017/3/27 3:56,3,5,65,65,1,4,4,2017
66,KPsIkqOYOP8oV6t2eXCX8g,D14Cva_AOyyBab1hPXkALw,AtD6B83S4Mbmq0t7iDnUVA,2014/3/14 18:47,1,2,66,66,4,2,2,2014
67,nunv2NHvrOGyGoSqQODHpQ,wix14bBFkrxWEQCY55Ln0g,eWVgtAQ3Z-bFRBat8nICLg,2016/12/4 6:47,3,30,67,67,4,4,4,2016
68,wRmjZyi-Ido5Nrab8aKYDw,1J_AvqAWKJ9zyYQEhAaq5w,8nP8ghEpT6WFcM6tfqAaGA,2014/4/1 16:31,3,0,68,68,4,4,4,2014
69,ipvj7vfbCrPigT9jfny9Jg,VRETilE4hI7TcGa_72qlnA,AtD6B83S4Mbmq0t7iDnUVA,2018/7/7 22:13,1,2,69,69,4,2,2,2018
70,VljvoFCybuoFzx13o1nrTQ,HPtNvEBZTZzD6XhNMSdWEA,bsjBLLHR4TMVR5eAeLAI9w,2015/12/20 20:34,0,28,70,70,4,1,1,2015
71,3ZcIfjvwBZ9H0sQYTvSr_w,rCWrxuRC8_pfagpchtHp6A,GDf1SI_SnW93_lJN__egrQ,2012/5/28 21:21,3,31,71,71,4,4,4,2012
72,1vxgLIsLELhNXafCSN5tzQ,RI-gV6fqPOc_Ca_d1e3H1w,kUPlKgW6OLRw8_rrYtBV3A,2016/11/21 21:37,3,32,72,72,4,4,4,2016
73,HBoqrWrb9ly1E4ZNPdlXZQ,ln2AbDl7nKbdAoGI2CePJw,GDf1SI_SnW93_lJN__egrQ,2016/9/19 0:11,3,31,73,73,4,4,4,2016
74,lO7Fx4FYj4vOVcoABVJNwQ,NsegE9Mqm3GCQeSx0v0tYw,8nP8ghEpT6WFcM6tfqAaGA,2010/3/13 20:13,3,0,74,74,4,4,4,2010
75,3F-csEjR3lRHT2wFXEjxTQ,sz9pTcE6tCIzNFL80nsXzQ,q3YnYPjLuBGRDi_59yTC5g,2015/3/4 19:51,3,5,75,75,4,4,4,2015
76,kkjZxJ_Q2A3MxmSw_nyGYw,UzOSK4xJY0bgNbPrg52lKA,wiPtQK7_QAkUUMQtyiaUNg,2015/12/21 1:02,3,24,76,76,1,4,4,2015
77,ofnrRYBPajwnlIdBYDJgEw,QoHvBOz1efU7UlUwdP7bmg,kUPlKgW6OLRw8_rrYtBV3A,2018/3/23 19:42,3,32,77,77,3,4,4,2018
78,Niy1JN898ibd82M66eY1GA,T24mRxfQg8BNIOnndfJvAA,q3YnYPjLuBGRDi_59yTC5g,2017/1/28 6:50,3,5,78,78,3,4,4,2017
79,ctUlhEvWsAGzBfBRmiv5Mg,n6n3RnhXjdFKxVntanRGWw,p8HvhJZ-_EHhmUVmZN15gg,2014/2/5 22:18,3,26,79,79,1,4,4,2014
5008,84Fx3trWZiwIYRMFwBX8nw,VcIo6Fz06MpGEg6JF2hnIg,8nP8ghEpT6WFcM6tfqAaGA,2014/10/24 15:58,3,0,5008,80,0,4,4,2014
81,409-9Bj4f6JjsqWuPDGFQQ,mSaS1JYd-VC880eTWdvltA,bV_xC1dzOhN_y4YEd4h02g,2018/4/27 20:39,3,33,81,81,1,4,4,2018
82,kn9z1g_7bmChuBUmRr55FQ,Dp8XPHRHByk_5y35aqMNRA,AtD6B83S4Mbmq0t7iDnUVA,2016/3/17 19:26,1,2,82,82,1,2,2,2016
83,QtLEiIkxgikzq4HUCRFLSQ,ZefHQwjj3b7mxi46oKik-g,8nP8ghEpT6WFcM6tfqAaGA,2016/3/31 2:30,3,0,83,83,4,4,4,2016
84,GgkhUm64R41R8rvP09NTJg,ButpKRUIYZsFNo9w011K7g,sphMzEIqY1I2Dzv3zLZY2g,2018/1/21 16:07,3,25,84,84,3,4,4,2018
85,7pw9XE59t9AhR5-QgN7VSQ,rqY0AQMUtoDQnfgxCNuKgw,b1m_PK-ggGR3CmBjdIyqkQ,2013/5/7 16:35,3,34,85,85,4,4,4,2013
86,qf5x-hNMo1JbP0solKXN2A,O3W6RjX28UQeBA8TmyMtKg,AtD6B83S4Mbmq0t7iDnUVA,2016/12/4 5:18,1,2,86,86,4,2,2,2016
87,XNcI588S1eqAKsWpLuV16w,9sFvhc9SC5JquzYDVpz-0A,xVXyrTWbG8U3szze-aA7eg,2016/8/25 14:17,3,35,87,87,4,4,4,2016
88,qiWMBh3hTG7o-RH2puzkAw,MQizQytT0GEVjNiisjD8hA,Yq0LCrGLjJtKcwBu1Nta6w,2017/9/20 19:12,3,36,88,88,2,4,4,2017
89,yueUr_JOtS7FKVaGg1sZvw,xIm6CP6pAqS3XQ7QF3Z89g,8nP8ghEpT6WFcM6tfqAaGA,2018/9/3 4:11,3,0,89,89,1,4,4,2018
90,JRYd1x1iYdA6CHp2OsJT6w,seDc00zZtusbyEiJZv3pUg,8nP8ghEpT6WFcM6tfqAaGA,2013/2/22 5:28,3,0,90,90,1,4,4,2013
91,NtzbblT5uIYGptFXMJwPfw,G8xHMA219-gHylfXHv1-aw,AtD6B83S4Mbmq0t7iDnUVA,2016/2/12 2:12,1,2,91,91,1,2,2,2016
92,jp_UgPseOlsGLcGuBXv_vA,NZgC4FA977feQfwSqZySXw,8nP8ghEpT6WFcM6tfqAaGA,2016/2/24 2:44,3,0,92,92,4,4,4,2016
93,tMmbfRFUW_nnzMBRrau20w,c5ivEC8fNvFiazHrgQ1Psw,AtD6B83S4Mbmq0t7iDnUVA,2017/8/16 9:34,1,2,93,93,4,2,2,2017
94,gr0ymtKPf_1sPsSqu301ng,v891cKI-1-s3P9bKlsA3sw,mBzL2_AKRD5TFQwMA6Itdg,2016/8/4 14:55,3,4,94,94,4,4,4,2016
95,BPxoOFWGYUjXXYx8zQotVA,QsOPQAUkLP795j1csg0XpA,sphMzEIqY1I2Dzv3zLZY2g,2015/5/12 22:35,3,25,95,95,1,4,4,2015
96,9DbIiRrP_aycYv2WedpJpQ,Y8Y2j2DO6PRFUQ1-MgSV4Q,q3YnYPjLuBGRDi_59yTC5g,2018/4/4 17:34,3,5,96,96,4,4,4,2018
97,4KoUWJu54_26xRTYh2CMhw,nazlxDutX5FcG3F6xnFF-Q,du9_QFb75sxzKnLLQwSkMw,2012/11/6 19:13,3,37,97,97,4,4,4,2012
98,bZ7k0zaSFiMSa_zJgsIggA,_ucMEPl0IRvHpruqTXndiQ,q3YnYPjLuBGRDi_59yTC5g,2017/9/9 2:37,3,5,98,98,4,4,4,2017
99,0aen2ib9_IgYXqT9Nk_Xzg,ucezSCzTIm1_ygiiNi-YAg,M8Pl5qAmmrODfHeX6GOjsw,2015/1/3 23:52,1,29,99,99,4,2,2,2015
5764,Xdmk1k6KWs-z1-Y4OoT4lQ,#NAME?,PlP0c_u3g-3LiWHpb2XnOQ,2019/1/27 14:27,0,13,5764,100,0,4,1,2019
101,q-0PamGdvEKlapx77-9IYA,ERTkE78ZRV7VjSuyQkUtrg,p8HvhJZ-_EHhmUVmZN15gg,2013/5/29 6:19,3,26,101,101,0,4,4,2013
102,ijmzMeFCaci17m6XAEaNvA,Q6S6gYh62JrDhl6t7zjWLA,Yq0LCrGLjJtKcwBu1Nta6w,2016/6/23 13:01,3,36,102,102,0,4,4,2016
103,x0Y75YbFj-xBBWLSYBPpMQ,8Ik2SPNmByW7BPD1n1qFwg,wERcL1KznuTgfltSKQt_jg,2016/9/19 6:15,3,21,103,103,0,4,4,2016
104,1I8NemPSYw7uWQg2a8cv9w,-00MbjbaOISrcuV7jOVRIg,8nP8ghEpT6WFcM6tfqAaGA,2012/3/1 1:31,3,0,104,104,0,4,4,2012
105,En3jiB95k-BfwvkzHURJgg,w7Q-WMxPuznP-P2Y79ICng,q3YnYPjLuBGRDi_59yTC5g,2018/3/4 0:45,3,5,105,105,0,4,4,2018
106,qByR0tC9assgHRWrbArxVw,keQE5jr6dgAiJGzrpYdnYw,8nP8ghEpT6WFcM6tfqAaGA,2017/6/7 0:42,3,0,106,106,0,4,4,2017
107,UaBd9wnN51NO33BGYu3yRg,T2cTLjdQmeW_ov-DuKWUig,p8HvhJZ-_EHhmUVmZN15gg,2018/1/10 1:22,3,26,107,107,0,4,4,2018
108,tlmgPkKDG7iJq-a7F1Zq7g,TW2jeF-pecNdpJ6XcBcwnw,sphMzEIqY1I2Dzv3zLZY2g,2017/2/10 4:53,3,25,108,108,0,4,4,2017
109,Ut9Y9JKwP6IEz55lUNvfMA,_-h1Qog8nLzJ8S3NEMioQA,PlP0c_u3g-3LiWHpb2XnOQ,2018/3/4 1:04,0,13,109,109,0,1,1,2018
110,GNWgHRUXdNyc8g03Bub9Yg,jt90GIe9KXZXrhVvLzOeuQ,q3YnYPjLuBGRDi_59yTC5g,2015/11/18 21:16,3,5,110,110,0,4,4,2015
111,DYuj0h388XwTTgzyRlaPcA,f-7HRnZb3pJD9ev9lfU5VQ,8nP8ghEpT6WFcM6tfqAaGA,2015/3/19 2:00,3,0,111,111,0,4,4,2015
112,sSIMTveROwO7b1AB93Us7A,lB8knttKTibpg-RJChCBtg,r3jpH6ZuCQY3o1yBuJ67PQ,2016/1/17 16:30,0,16,112,112,0,1,1,2016
113,U2An_4NeZ_H2bGwy9Nsg7A,_ou4ongm_GuF0UqTsDFngg,q3YnYPjLuBGRDi_59yTC5g,2018/6/19 14:37,3,5,113,113,0,4,4,2018
114,j9VOF3BIx78raf9oprM0uA,43bV-HoF2ZNrWEWHpuvCqw,J7fekWie4ZwR03AZVBisFw,2016/1/30 2:44,3,10,114,114,0,4,4,2016
115,trYsrHr3Qn2KYNdbaUuZIQ,mlneu_5MH3g3l5Z1_lfCyg,mBzL2_AKRD5TFQwMA6Itdg,2016/5/19 14:54,3,4,115,115,0,4,4,2016
116,19ymqmh4tK8JpSeylfPEPg,bZTLWLuBHDoB4X1Ym0_3sg,J7fekWie4ZwR03AZVBisFw,2017/4/7 23:56,3,10,116,116,0,4,4,2017
117,1nWykAQda5Xx1D7akZX-mA,_5tX2HbzQgUwKRqP5qi7SA,bV_xC1dzOhN_y4YEd4h02g,2017/4/19 20:56,3,33,117,117,0,4,4,2017
4370,ifcoyKf6pFMmeyvn9PCBqQ,rfeoOzsisnfEEvb__5ucxA,sphMzEIqY1I2Dzv3zLZY2g,2016/6/10 0:56,3,25,4370,118,0,4,4,2016
118,YPD_cgjtzPbTtcg6gJYgsg,rfeoOzsisnfEEvb__5ucxA,vsGoYMRvBYss3x9fn-jDzQ,2015/6/8 23:49,3,19,118,118,0,4,4,2015
119,1cLIckcAHTipLxayse38uA,QMS37YCxFr4gwpCh_XFRoQ,7j0kor_fkeYhyEpXh4OpnQ,2015/12/5 18:51,3,38,119,119,0,4,4,2015
120,8i9K7nNiqYarUeLqA6Sc_g,bxbm64Nam52HuLQP5-LyhQ,AtD6B83S4Mbmq0t7iDnUVA,2018/3/23 15:38,1,2,120,120,0,2,2,2018
121,MbWqqiJeldeF5UgkMpA0kw,kJHwL__IZm-2CouOAqejmw,AtD6B83S4Mbmq0t7iDnUVA,2018/9/14 4:03,1,2,121,121,0,2,2,2018
122,Dpzz_OqtoX0ZUD98dry-kQ,zINKGqG6f76pX4c7Hh8AKQ,AtD6B83S4Mbmq0t7iDnUVA,2017/7/18 21:17,1,2,122,122,0,2,2,2017
123,vm7kg3mjbwbxkg07eGhDsw,eJEAJl5qw08fGy7HAMif7w,AtD6B83S4Mbmq0t7iDnUVA,2018/7/26 20:46,1,2,123,123,0,2,2,2018
124,Ay4V_ib4s0WOdcMrD21OBA,S693weF_IXs2TVVJrMTX8Q,p8HvhJZ-_EHhmUVmZN15gg,2016/5/31 18:29,3,26,124,124,0,4,4,2016
422,Kktto8e0VNOwV-mDlncOzg,aqIsiFbTgyl-H7Nbi3Krmw,ydE2SjvSd9_NMoEBAE2PuA,2006/6/22 9:49,3,20,422,125,0,2,4,2006
126,8iXpdSBiq8ba4awuqdcvuA,ezJnkGpSJYArHXXoVjvnNw,AtD6B83S4Mbmq0t7iDnUVA,2013/12/29 20:43,1,2,126,126,0,2,2,2013
127,8BPvFcBztMr8ucZJxQ2Xmw,ISLTLgbdeetejc-CNHSQ1g,qUkd14n2uMXEboKOwYw8uQ,2018/4/4 0:24,3,39,127,127,0,4,4,2018
128,NE3ByhV6HFSWVA3gQjuyYg,6bWbIkmPoRywb03BKDO-nw,sphMzEIqY1I2Dzv3zLZY2g,2015/3/4 23:12,3,25,128,128,0,4,4,2015
129,CbPDAo54mfaUQCJPfOhROA,le_A1AmI2sN6pPx5tQmAiQ,8nP8ghEpT6WFcM6tfqAaGA,2017/3/15 6:36,3,0,129,129,0,4,4,2017
130,5CqsY1doOAaHR5RjWN8ebg,NPABaUFBC6-c0sJC3jzepA,8nP8ghEpT6WFcM6tfqAaGA,2017/8/8 8:01,3,0,130,130,0,4,4,2017
131,p2-QtkcjhxL8mORBBgUpzg,X88ZkDq-bnq6UaTTjxfFSg,AtD6B83S4Mbmq0t7iDnUVA,2018/2/24 4:52,1,2,131,131,0,2,2,2018
132,uXWP7r23mGb10hyA-WJQ5g,V-gHgdGC3-WQN_-_RdH69Q,qUkd14n2uMXEboKOwYw8uQ,2017/4/8 2:49,3,39,132,132,0,4,4,2017
133,uKWvD-WB28dFODuPsYqiVA,BHOJ1kVHUk_YrSAIpGpCUw,Ra5fI9BEAuWWaLJSfkiCiQ,2017/5/26 3:13,3,3,133,133,0,4,4,2017
134,-8xLupjv1S2BFK4Va0XR4A,xlrbrZJr9f7flFjUzWsuPQ,mBzL2_AKRD5TFQwMA6Itdg,2016/1/30 3:19,3,4,134,134,0,4,4,2016
135,S-ejS31wpkAZQ6u3skyJ6A,3UmdEQtvY5OapE_KaOP63A,8nP8ghEpT6WFcM6tfqAaGA,2016/9/30 21:10,3,0,135,135,0,4,4,2016
136,UZYyLYSNp8T77YmgypuK8w,PZxZ0PEyFQjUSeqmwZ9q-Q,8nP8ghEpT6WFcM6tfqAaGA,2013/7/14 6:19,3,0,136,136,0,4,4,2013
137,hD293x2ieVWKPTo7V2TaJw,h2ta9xZupB07VWbGsQRaUg,37kk0IW6jL7ZlxZF6k2QBg,2014/5/7 21:42,2,27,137,137,0,3,3,2014
138,wpYu8_BMk4qhbrAAC1cWgA,ZI0R4aMSkYTAYqSMt1DtVg,AtD6B83S4Mbmq0t7iDnUVA,2017/1/15 1:01,1,2,138,138,0,2,2,2017
139,A58VPw4W6xpgWRdH6hPO_Q,_MsuqQRJZiDmklkZIZcZag,8nP8ghEpT6WFcM6tfqAaGA,2014/11/12 14:52,3,0,139,139,0,4,4,2014
140,QZ6DT7MgjW4nyQU2Z3Mizg,X9actWsKQhcZ2dh-ToH7wQ,q3YnYPjLuBGRDi_59yTC5g,2016/11/22 2:19,3,5,140,140,0,4,4,2016
141,ndGuEslYg9YHuUI4919H8Q,Bbu9_0Q8Dogo9ksnDOVMzw,37XExTruLjOLqnTERYy8aw,2013/3/19 13:59,1,12,141,141,0,2,2,2013
