venueid,user,venueid_id,cate_id,cate2_id,venueid_label,user_label
4a8c1959f964a520f60c20e3,11,114,2,26,3,8
4a5824e5f964a5206db71fe3,11,38,10,7,10,1
4b648c89f964a520b9bc2ae3,11,77,3,23,4,1
4c9c107d46978cfa9b118b7f,11,115,6,4,6,1
4bd28fbc41b9ef3b3272fee5,11,116,3,22,11,1
4baaf9f5f964a52068903ae3,11,59,8,21,1,3
43d4098af964a5202c2e1fe3,11,117,6,16,1,1
46a24448f964a52029491fe3,11,118,1,21,1,2
4baaf9f5f964a52068903ae3,11,59,8,21,1,13
45073758f964a52021391fe3,11,119,3,27,6,13
4a36e532f964a520fb9d1fe3,11,120,1,21,6,4
4c7438fe1b30a093a512ec09,11,121,6,21,1,20
4b648c89f964a520b9bc2ae3,11,77,3,23,6,5
4bfb0c8365fbc9b642eb906c,11,87,3,23,6,7
4c05621413b99c748b37aff3,11,122,2,21,1,3
44e08850f964a520fc361fe3,11,123,1,21,1,1
4b648c89f964a520b9bc2ae3,11,77,3,23,1,6
44dc7274f964a520aa361fe3,11,73,10,21,1,1
4b677145f964a520364f2be3,11,124,3,21,6,1
45073758f964a52021391fe3,11,119,3,27,1,3
4b477ea0f964a520f63326e3,11,91,1,21,3,3
4baaf9f5f964a52068903ae3,11,59,8,21,6,1
3fd66200f964a5203dee1ee3,11,68,1,21,1,6
4ab595e1f964a520877520e3,11,80,2,21,6,3
4c2706cec11dc9b686082a24,11,125,7,21,1,1
4a207e66f964a520937c1fe3,11,126,9,7,6,1
4b477ea0f964a520f63326e3,11,91,1,21,1,1
3fd66200f964a5203dee1ee3,11,68,1,21,1,1
408aff80f964a520c3f21ee3,11,127,7,28,4,10
4bd2177d046076b055357371,11,0,0,7,6,3
3fd66200f964a5203dee1ee3,11,68,1,21,6,6
4a077c03f964a52061731fe3,11,128,1,21,6,3
49ecf1def964a520b3671fe3,11,129,1,21,6,8
4b899bb1f964a520c04532e3,11,130,6,2,6,0
4b648c89f964a520b9bc2ae3,11,77,3,23,9,9
4bd2177d046076b055357371,11,0,0,7,1,13
4baaf9f5f964a52068903ae3,11,59,8,21,1,3
4bf058c2d5bc0f474a366921,11,131,12,4,9,6
4bf058c2d5bc0f474a366921,11,131,12,4,6,10
459ac90cf964a52088401fe3,11,132,10,25,7,1
49f91406f964a5205b6d1fe3,11,133,1,21,4,3
4bd50274637ba5935ce6f570,11,134,2,21,1,6
4a6dbd7cf964a520e9d21fe3,11,135,2,21,6,3
4a0f9701f964a52078761fe3,11,136,1,21,6,10
4b648c89f964a520b9bc2ae3,11,77,3,23,1,3
44e08850f964a520fc361fe3,11,123,1,21,6,1
4b477ea0f964a520f63326e3,11,91,1,21,10,13
49f226d4f964a520026a1fe3,11,137,4,21,1,6
4bd50274637ba5935ce6f570,11,134,2,21,7,6
4baaf9f5f964a52068903ae3,11,59,8,21,13,1
463b2d04f964a52021461fe3,11,138,3,21,1,6
4656d925f964a52006471fe3,12,139,6,1,10,1
41059b00f964a520850b1fe3,12,57,3,21,1,3
4a7afb90f964a520c1e91fe3,12,140,10,29,6,6
43efd1ecf964a520712f1fe3,12,141,1,21,2,6
4adb9f2df964a520762921e3,12,142,6,1,1,1
41059b00f964a520850b1fe3,12,57,3,21,1,1
41059b00f964a520850b1fe3,12,57,3,21,6,6
4a975e5cf964a5207e2920e3,12,143,1,21,1,3
49d01698f964a520fd5a1fe3,12,49,3,2,1,1
41059b00f964a520850b1fe3,12,57,3,21,1,1
41059b00f964a520850b1fe3,12,57,3,21,6,1
4c21afbe34faef3b6f79586d,12,144,1,21,10,3
4adb9f2df964a520762921e3,12,142,6,1,1,1
49d01698f964a520fd5a1fe3,12,49,3,2,1,1
4ab595e1f964a520877520e3,12,80,2,21,1,6
44ff5a91f964a520a5381fe3,12,8,1,21,10,1
3fd66200f964a5204bed1ee3,12,145,6,21,6,1
40870b00f964a52098f21ee3,12,146,6,21,6,3
3fd66200f964a52099ed1ee3,12,36,6,16,6,1
4a71e4cff964a520ccd91fe3,12,2,2,21,10,6
409d7480f964a520f2f21ee3,12,147,3,21,1,3
4ba7f1b9f964a520b8c039e3,12,47,1,21,1,3
49d01698f964a520fd5a1fe3,12,49,3,2,6,10
3fd66200f964a5204bed1ee3,12,145,6,21,1,10
41059b00f964a520850b1fe3,12,57,3,21,1,6
41059b00f964a520850b1fe3,12,57,3,21,1,3
49d01698f964a520fd5a1fe3,12,49,3,2,2,1
4b00b533f964a520b14022e3,12,148,2,7,1,6
4b0ce109f964a520594223e3,13,149,6,1,10,13
4d90dcafd00a6ea89f5ded4f,13,150,4,21,1,3
4a0c561df964a52022751fe3,13,151,1,21,1,10
4aabf205f964a520175b20e3,13,152,1,21,1,6
4d7eab86870037046d067699,13,153,6,21,6,1
4d0bfe38746aa1cda2c15022,13,154,13,4,1,3
4a354be8f964a520c19c1fe3,13,155,6,21,7,8
4a31b8c0f964a520189a1fe3,13,156,1,21,1,1
4a31b8c0f964a520189a1fe3,13,156,1,21,2,2
42af6f80f964a5205e251fe3,13,157,6,21,7,6
4d7eab86870037046d067699,13,153,6,21,5,6
4d0bfe38746aa1cda2c15022,13,154,13,4,2,3
4bdd985a5b31c9b622109d16,13,158,5,21,1,1
4d0bfe38746aa1cda2c15022,13,154,13,4,1,6
4d0bfe38746aa1cda2c15022,13,154,13,4,1,1
4d90dcafd00a6ea89f5ded4f,13,150,4,21,6,4
4d0bfe38746aa1cda2c15022,13,154,13,4,1,3
4d0bfe38746aa1cda2c15022,13,154,13,4,10,6
4d0bfe38746aa1cda2c15022,13,154,13,4,6,1
4283ee00f964a5207a221fe3,13,159,6,21,6,1
4ae77fd6f964a520e6ab21e3,13,160,10,4,1,1
44e36c53f964a5203e371fe3,13,161,1,21,1,6
4d0bfe38746aa1cda2c15022,13,154,13,4,2,6
3fd66200f964a5205ded1ee3,13,162,6,21,2,9
49cffa7ff964a520ec5a1fe3,13,163,1,21,1,16
4d0bfe38746aa1cda2c15022,13,154,13,4,1,1
4ab595e1f964a520877520e3,13,80,2,21,2,3
4d7eab86870037046d067699,13,153,6,21,1,4
4d4068bb9ccacbffe0524bd0,13,164,4,21,6,6
4b8a610bf964a5209d6a32e3,13,165,6,21,1,1
4acab28df964a520d4c220e3,13,166,8,21,1,13
4161e400f964a520711d1fe3,13,167,6,16,1,1
4b67339ff964a52020412be3,13,168,13,4,6,10
3fd66200f964a5202cf11ee3,13,169,6,21,1,6
49e756dbf964a5208d641fe3,13,170,1,21,1,3
4ab146bff964a520d96820e3,13,171,1,21,10,4
4acab28df964a520d4c220e3,13,166,8,21,1,1
4ab68617f964a520957720e3,13,172,1,21,1,3
4d4068bb9ccacbffe0524bd0,13,164,4,21,6,6
44931d76f964a5207b341fe3,13,173,1,21,6,6
4d0bfe38746aa1cda2c15022,13,154,13,4,3,8
4b7c9541f964a520409c2fe3,13,174,8,21,6,1
4b7c9541f964a520409c2fe3,13,174,8,21,3,3
4b8a610bf964a5209d6a32e3,13,165,6,21,1,6
3fd66200f964a52023f11ee3,13,175,6,16,1,6
4b67339ff964a52020412be3,13,168,13,4,6,18
4b67339ff964a52020412be3,13,168,13,4,14,6
41059b00f964a520850b1fe3,13,57,3,21,10,3
4b7c9541f964a520409c2fe3,13,174,8,21,1,3
4b8a610bf964a5209d6a32e3,13,165,6,21,2,4
4b8a610bf964a5209d6a32e3,13,165,6,21,1,4
4b7c9541f964a520409c2fe3,13,174,8,21,1,3
4ac4f924f964a520c49f20e3,13,176,6,21,6,3
4b7c9541f964a520409c2fe3,13,174,8,21,1,1
4b7c9541f964a520409c2fe3,13,174,8,21,1,1
4b67339ff964a52020412be3,13,168,13,4,2,4
4b67339ff964a52020412be3,13,168,13,4,3,1
46195a15f964a5205d451fe3,13,177,1,21,1,1
4ad8fa02f964a520a31621e3,13,178,1,21,1,4
40dcbc80f964a52084011fe3,14,179,6,1,4,10
4d2d02d2fd2e236af1d6ecde,14,180,6,13,6,4
4a90ad48f964a5201a1920e3,14,181,1,21,13,3
44917b38f964a52071341fe3,14,182,1,21,6,6
4a1a47dff964a5208e7a1fe3,14,183,6,21,15,1
49d01698f964a520fd5a1fe3,14,49,3,2,6,5
4a42bc48f964a5202ba61fe3,15,184,1,21,1,3
4a7747e7f964a52009e41fe3,15,185,13,4,1,10
4d789e760fdb59414dbabaf0,15,186,10,4,1,1
41059b00f964a520850b1fe3,15,57,3,21,10,1
4d9920c5daec224b53c2593e,15,187,13,4,1,1
4c069858d2d3ef3b82b978d9,15,188,3,21,10,6
4c08a97aa1b32d7fbf6c96f0,15,78,1,21,10,1
41059b00f964a520850b1fe3,15,57,3,21,10,10
3fd66200f964a5202cee1ee3,15,189,1,21,10,1
4b9d6a70f964a52031ab36e3,15,190,2,21,3,0
43920c94f964a520682b1fe3,15,191,12,4,14,2
4617e746f964a52051451fe3,16,192,6,21,2,10
4bd2177d046076b055357371,16,0,0,7,2,1
4bd2177d046076b055357371,16,0,0,7,14,13
4bd2177d046076b055357371,16,0,0,7,1,1
455f77abf964a520903d1fe3,16,20,3,21,1,4
4bd2177d046076b055357371,16,0,0,7,1,6
4b84506ef964a520352e31e3,17,193,13,4,8,1
4f7de8cc7bebffc0d0283c4a,17,194,3,22,10,1
4bca49facc8cd13a7f72bdcf,17,195,10,21,1,1
4bbe7a6f30c99c7471e55311,17,92,6,1,1,10
4b4f4614f964a52071ff26e3,17,196,4,21,6,6
4c1dd031b306c928453266b7,18,197,6,7,3,1
4b3b9a0df964a520cf7625e3,18,198,11,4,3,3
49ce9702f964a520615a1fe3,18,199,1,21,6,10
43067280f964a52023271fe3,18,111,10,18,1,6
40bbc700f964a520ae001fe3,18,200,1,21,10,6
4adc91adf964a520572d21e3,18,201,1,21,7,1
49baa46af964a5208f531fe3,18,202,1,21,1,13
4a692f3df964a520bdcb1fe3,18,203,6,21,6,6
4b50f82af964a520253b27e3,18,204,6,21,6,1
4a692f3df964a520bdcb1fe3,18,203,6,21,1,16
45377562f964a520be3b1fe3,18,205,1,21,6,6
49f7968df964a520bf6c1fe3,18,206,6,21,6,6
49c67f8ef964a5204f571fe3,18,207,6,21,6,6
446dcedaf964a5206b331fe3,18,208,1,21,6,1
4b50f82af964a520253b27e3,18,204,6,21,1,3
4a692f3df964a520bdcb1fe3,18,203,6,21,6,6
42fa9500f964a520e2261fe3,18,209,1,21,16,1
4a18c332f964a520e5791fe3,18,210,1,21,7,2
3fd66200f964a52050ed1ee3,18,211,1,21,1,1
41311c80f964a520390d1fe3,18,212,6,21,1,1
43bc1889f964a520f72c1fe3,18,213,1,21,1,3
49fdbce9f964a520246f1fe3,18,214,3,30,3,3
43eb859cf964a5203a2f1fe3,18,215,6,21,6,3
40870b00f964a520abf21ee3,18,216,1,21,1,1
3fd66200f964a52029f11ee3,18,217,6,7,13,3
49c67f8ef964a5204f571fe3,18,207,6,21,6,7
4a5936daf964a52003b91fe3,18,218,1,21,7,1
44abe929f964a52007351fe3,18,219,6,3,10,2
45eaff58f964a5208e431fe3,18,220,1,21,1,1
43917d6df964a5205c2b1fe3,18,221,1,21,1,6
48027a9df964a520f24e1fe3,18,222,4,21,6,13
40ca4780f964a52009011fe3,18,223,6,21,6,10
429f9d80f964a520c5241fe3,18,224,6,21,1,3
40ca4780f964a52008011fe3,18,225,6,21,6,3
49c67f8ef964a5204f571fe3,18,207,6,21,10,1
4735a4c2f964a520344c1fe3,18,226,6,1,4,3
4dcadbd6814d4ffbdab77b51,18,227,6,21,6,3
49baa46af964a5208f531fe3,18,202,1,21,13,3
49e50a56f964a52086631fe3,18,228,9,7,6,1
4b4407a2f964a52074f025e3,18,229,1,21,4,1
4a692f3df964a520bdcb1fe3,18,203,6,21,6,1
3fd66200f964a52066f11ee3,18,230,1,21,1,1
4b65eb87f964a52065082be3,18,231,9,7,1,1
49e8d913f964a5209c651fe3,18,232,6,1,1,3
40c10d00f964a520df001fe3,18,233,7,28,6,6
49baa46af964a5208f531fe3,18,202,1,21,1,3
4d5f74d05c39b1f7f744f849,18,234,4,21,1,6
444df449f964a5208f321fe3,18,235,1,21,4,1
43dc103ef964a520992e1fe3,18,236,6,1,6,6
42c5d900f964a520d5251fe3,18,237,6,1,1,13
3fd66200f964a520e5ec1ee3,18,238,1,21,6,13
44a5aea3f964a520f2341fe3,18,239,6,1,6,3
4a92369ef964a520fa1c20e3,18,240,10,25,3,15
3fd66200f964a5205ded1ee3,18,162,6,21,4,7
43ccb847f964a520ce2d1fe3,18,241,1,21,1,1
444df333f964a5208d321fe3,18,242,7,28,1,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,6,1
4a692f3df964a520bdcb1fe3,18,203,6,21,6,6
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,1,3
4a789bbbf964a52004e61fe3,18,244,1,21,1,0
43945018f964a5207f2b1fe3,18,245,10,25,10,1
4a5f8994f964a520d5bf1fe3,18,246,1,21,1,1
4a5fe204f964a52072c01fe3,18,247,6,1,10,1
4a92369ef964a520fa1c20e3,18,240,10,25,1,3
4dd7456ed1647fcf3e47693a,18,248,2,17,6,3
446215e4f964a52017331fe3,18,249,1,21,6,6
4ab2cab2f964a520616c20e3,18,250,1,21,6,1
4b7628d6f964a520c6402ee3,18,251,6,21,6,2
43eb859cf964a5203a2f1fe3,18,215,6,21,10,6
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,6,1
49d929aef964a5200c5e1fe3,18,252,1,21,1,1
49daea87f964a520be5e1fe3,18,253,1,21,6,6
49f0c9e7f964a52058691fe3,18,254,1,21,6,10
49ec140ff964a5205d671fe3,18,255,6,1,6,6
43dc103ef964a520992e1fe3,18,236,6,1,1,13
4a92369ef964a520fa1c20e3,18,240,10,25,3,3
4a692f3df964a520bdcb1fe3,18,203,6,21,6,1
4ac3acdcf964a520529c20e3,18,256,10,21,1,2
49d929aef964a5200c5e1fe3,18,252,1,21,1,6
4a692f3df964a520bdcb1fe3,18,203,6,21,6,1
4c03fff2187ec928ea6cb67b,18,257,1,21,16,1
4c03fff2187ec928ea6cb67b,18,257,1,21,6,6
4a692f3df964a520bdcb1fe3,18,203,6,21,13,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,16,6
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,7,1
4a577f31f964a52042b61fe3,18,258,1,21,2,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,6,1
3fd66200f964a52090ed1ee3,18,259,1,21,1,1
4b7628d6f964a520c6402ee3,18,251,6,21,7,6
4b7628d6f964a520c6402ee3,18,251,6,21,6,1
4a998afcf964a520f82e20e3,18,260,10,25,1,6
3fd66200f964a52066ed1ee3,18,261,6,1,6,6
40ca4780f964a52008011fe3,18,225,6,21,2,6
44d31949f964a5203c361fe3,18,262,6,21,3,3
3fd66200f964a520b7ed1ee3,18,263,6,1,1,1
49d1641af964a5207a5b1fe3,18,264,10,1,1,1
4ad8ffd0f964a520f31621e3,18,265,1,21,6,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,6,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,6,2
4ad8ffd0f964a520f31621e3,18,265,1,21,1,1
44a5aea3f964a520f2341fe3,18,239,6,1,6,1
49f0c9e7f964a52058691fe3,18,254,1,21,6,12
413e4b80f964a520521c1fe3,18,266,1,21,6,1
4cb39e05eb65b1f7a1ed84cd,18,243,13,4,0,14
43f703c9f964a520b52f1fe3,18,267,6,21,6,16
49ecf1def964a520b3671fe3,18,129,1,21,1,3
4ad8ffd0f964a520f31621e3,18,265,1,21,1,6
4af9d258f964a520801422e3,18,268,1,21,6,1
49c2be75f964a52026561fe3,18,269,1,21,1,12
4d4836a9c3e5a35d068f9b4f,18,270,1,21,1,1
49b094fdf964a520c8521fe3,18,271,2,1,6,6
41059b00f964a520850b1fe3,18,57,3,21,1,3
41059b00f964a520850b1fe3,18,57,3,21,6,6
42829c80f964a52078221fe3,18,272,1,21,1,0
4617e746f964a52051451fe3,18,192,6,21,7,1
4a33ebabf964a5206b9b1fe3,18,273,10,21,1,6
4d1d1d1fdd6a236a4fbf1a38,18,274,1,21,6,1
49d66253f964a520c25c1fe3,18,275,1,21,6,1
4388f700f964a520212b1fe3,18,276,1,21,1,1
49c66a73f964a52044571fe3,18,277,6,21,1,6
4aff8b4af964a520663922e3,18,278,1,21,10,1
45587735f964a520443d1fe3,18,71,6,10,10,6
49c2be75f964a52026561fe3,18,269,1,21,1,1
41059b00f964a520850b1fe3,18,57,3,21,1,6
48569af7f964a520ba501fe3,19,279,7,21,6,1
4dd86c851f6ee146833cb737,20,280,1,21,10,3
4b819f25f964a5204ab330e3,20,281,2,21,1,1
4394211bf964a5207c2b1fe3,20,282,7,28,6,3
